Date - Time,Lat,Long,Depth,Mag,Location,
14 December 2019 - 11:31 PM,8.02,126.78,43,2.3,041 km S 87° E of Lingig (Surigao Del Sur),
14 December 2019 - 11:17 PM,5.99,126.62,22,2.7,094 km S 39° E of Governor Generoso (Davao Oriental),
14 December 2019 - 10:34 PM,8.69,126.11,7,2.4,006 km N 08° E of Lianga (Surigao Del Sur),
14 December 2019 - 10:24 PM,7.14,127.09,1,2.7,061 km S 82° E of Manay (Davao Oriental),
14 December 2019 - 09:22 PM,9.85,126.49,8,3.6,037 km N 78° E of General Luna (Surigao Del Norte),
14 December 2019 - 08:56 PM,14.81,122.61,30,2,028 km N 68° E of Jomalig (Quezon),
14 December 2019 - 05:36 PM,13.75,120.61,113,2.5,010 km S 16° W of Calatagan (Batangas),
14 December 2019 - 05:16 PM,14.86,122.57,13,2.6,027 km N 52° E of Jomalig (Quezon),
14 December 2019 - 05:10 PM,10.61,126.26,11,2.9,068 km N 17° E of Burgos (Surigao Del Norte),
14 December 2019 - 04:36 PM,6.58,126.48,31,2.8,045 km S 80° E of Governor Generoso (Davao Oriental),
14 December 2019 - 02:39 PM,6.35,126.43,70,4.8,051 km S 50° E of Governor Generoso (Davao Oriental),
14 December 2019 - 12:07 PM,9.26,126.05,105,2.5,005 km N 43° E of Carmen (Surigao Del Sur),
14 December 2019 - 10:47 AM,9.22,125.9,81,2.1,008 km S 59° W of Madrid (Surigao Del Sur),
14 December 2019 - 08:27 AM,7.07,125.37,6,3.3,026 km N 90° W of Davao City (Davao Del Sur),
14 December 2019 - 05:01 AM,11.02,125.37,6,2,010 km S 10° W of Balangiga (Eastern Samar),
14 December 2019 - 03:17 AM,15.58,119.99,29,1.6,008 km S 52° E of Candelaria (Zambales),
14 December 2019 - 12:26 AM,6.69,126.23,85,2.2,018 km N 74° E of Governor Generoso (Davao Oriental),
13 December 2019 - 11:58 PM,9.58,126.88,8,2.4,082 km S 74° E of General Luna (Surigao Del Norte),
13 December 2019 - 11:34 PM,6.87,125.03,13,2,012 km S 35° W of Makilala (Cotabato),
13 December 2019 - 10:06 PM,6.98,125.05,27,1.9,005 km N 65° W of Makilala (Cotabato),
13 December 2019 - 09:41 PM,8.42,126.45,33,1.8,014 km N 65° E of Hinatuan (Surigao Del Sur),
13 December 2019 - 09:37 PM,6.73,124.92,9,2.6,009 km S 73° E of Datu Paglas (Maguindanao),
13 December 2019 - 09:18 PM,15.58,119.91,32,1.7,006 km N 42° W of Masinloc (Zambales),
13 December 2019 - 07:49 PM,15.65,121.58,29,2,012 km S 11° E of Baler (Aurora),
13 December 2019 - 05:02 PM,17.08,120.89,85,1.9,000 km S 14° E of Sagada (Mountain Province),
13 December 2019 - 03:57 PM,9.66,122.41,21,2,011 km S 01° E of Sipalay City (Negros Occidental),
13 December 2019 - 02:01 PM,9.83,126.13,27,1.7,006 km N 30° W of General Luna (Surigao Del Norte),
13 December 2019 - 12:18 PM,6.88,125.05,13,3,010 km S 26° W of Makilala (Cotabato),
13 December 2019 - 11:56 AM,9.93,125.32,18,2.6,020 km N 33° W of San Francisco (Anao-aon) (Surigao Del Norte),
13 December 2019 - 11:48 AM,13.4,124.46,1,3.1,033 km S 50° E of Virac (Catanduanes),
13 December 2019 - 09:38 AM,13.56,124.71,9,2.8,038 km S 74° E of Baras (Catanduanes),
13 December 2019 - 09:22 AM,13.51,120.64,91,1.7,012 km N 54° W of Abra De Ilog (Occidental Mindoro),
13 December 2019 - 07:23 AM,5.85,124.5,22,2.3,021 km S 40° W of Kiamba (Sarangani),
13 December 2019 - 06:37 AM,8.17,126.63,25,3,028 km N 59° E of Lingig (Surigao Del Sur),
13 December 2019 - 06:06 AM,9.76,122.38,13,2,003 km S 89° W of Sipalay City (Negros Occidental),
13 December 2019 - 06:04 AM,9.05,126.42,26,2.1,018 km N 61° E of Bayabas (Surigao Del Sur),
13 December 2019 - 05:21 AM,7.95,125.08,32,2.1,005 km N 23° W of Valencia City (Bukidnon),
13 December 2019 - 05:21 AM,10.12,126.19,24,2.5,017 km N 50° E of Burgos (Surigao Del Norte),
13 December 2019 - 05:01 AM,9.83,125.53,26,2.6,006 km N 44° E of Surigao City (Surigao Del Norte),
13 December 2019 - 03:40 AM,9.88,126.48,8,2.4,038 km N 73° E of General Luna (Surigao Del Norte),
13 December 2019 - 02:09 AM,10.44,125.48,89,2.3,014 km N 51° W of Loreto (Dinagat Islands),
13 December 2019 - 02:01 AM,5.6,126.8,37,3,139 km S 62° E of Don Marcelino (Davao Occidental),
13 December 2019 - 01:37 AM,13.54,120.65,134,2,013 km N 40° W of Abra De Ilog (Occidental Mindoro),
13 December 2019 - 12:23 AM,7.33,123.46,26,2.1,014 km S 20° E of Tabina (Zamboanga Del Sur),
13 December 2019 - 12:16 AM,18.1,121.08,4,2.6,025 km S 64° E of Carasi (Ilocos Norte),
12 December 2019 - 10:25 PM,7.31,125.33,15,2,025 km N 87° E of Antipas (North Cotabato),
12 December 2019 - 10:13 PM,19.02,122.16,1,2.5,063 km N 03° E of Santa Ana (Cagayan),
12 December 2019 - 09:41 PM,7.03,125.09,49,2,003 km N 14° W of Kidapawan City (Cotabato),
12 December 2019 - 09:14 PM,6.91,125.01,15,2.1,021 km N 72° E of Tulunan (Cotabato),
12 December 2019 - 08:20 PM,5.5,126.51,83,3,115 km N 87° E of Sarangani (Davao Occidental),
12 December 2019 - 07:01 PM,9.9,125.47,27,1.8,015 km S 63° W of Dinagat (Dinagat),
12 December 2019 - 06:49 PM,16.74,120.23,27,2,013 km N 80° W of Bacnotan (La Union),
12 December 2019 - 06:16 PM,13.75,120.87,8,1.5,007 km S 85° W of Mabini (Batangas),
12 December 2019 - 06:07 PM,7.59,124.5,24,1.6,017 km N 59° E of Buldon (Maguindanao),
12 December 2019 - 06:00 PM,15.04,120.01,30,1.8,007 km S 75° W of San Felipe (Zambales),
12 December 2019 - 03:10 PM,7.06,125.05,33,2,012 km N 23° W of Makilala (Cotabato),
12 December 2019 - 11:39 AM,6.92,125.06,25,2.2,006 km S 37° W of Makilala (Cotabato),
12 December 2019 - 10:36 AM,9.35,126.62,20,1.7,048 km N 80° E of Cortes (Surigao Del Sur),
12 December 2019 - 09:10 AM,10.11,126.39,10,2.3,036 km N 75° E of Burgos (Surigao Del Norte),
12 December 2019 - 08:58 AM,9.96,125.53,31,2.3,006 km S 86° W of Dinagat (Dinagat),
12 December 2019 - 07:28 AM,8.55,125.75,47,3.1,012 km N 19° W of Talacogon (Agusan Del Sur),
12 December 2019 - 07:04 AM,13.8,120.74,99,1.7,012 km S 71° E of Calatagan (Batangas),
12 December 2019 - 03:06 AM,6.68,124.81,38,2.5,019 km S 07° W of Tulunan (Cotabato),
12 December 2019 - 01:31 AM,6.56,126.74,5,2.6,063 km S 31° E of Tarragona (Davao Oriental),
12 December 2019 - 12:25 AM,10.16,125.25,33,1.7,012 km S 03° W of Anahawan (Southern Leyte),
12 December 2019 - 12:05 AM,7.39,124.86,23,1.8,023 km S 17° W of Kadingilan (Bukidnon),
11 December 2019 - 11:08 PM,7.65,124.87,1,2.4,009 km N 43° W of Kadingilan (Bukidnon),
11 December 2019 - 10:34 PM,10.77,124.98,32,1.7,004 km N 58° W of Abuyog (Leyte),
11 December 2019 - 09:42 PM,13.52,120.65,124,2,012 km N 46° W of Abra De Ilog (Occidental Mindoro),
11 December 2019 - 08:29 PM,13.94,123.57,1,1.7,015 km N 70° W of Garchitorena (Camarines Sur),
11 December 2019 - 07:57 PM,9.88,122.35,17,1.9,015 km N 25° W of Sipalay City (Negros Occidental),
11 December 2019 - 06:42 PM,14.93,122.79,33,2.7,051 km N 62° E of Jomalig (Quezon),
11 December 2019 - 05:15 PM,9.47,125.35,33,2.1,022 km N 53° W of Jabonga (Agusan Del Norte),
11 December 2019 - 03:52 PM,6.89,125.17,9,2.6,011 km S 48° E of Makilala (Cotabato),
11 December 2019 - 03:34 PM,16.89,120.14,26,2.3,026 km N 81° W of Luna (La Union),
11 December 2019 - 03:12 PM,10.31,125.24,36,2.1,004 km N 31° W of Anahawan (Southern Leyte),
11 December 2019 - 03:00 PM,10.46,125.15,1,3.6,023 km N 31° W of Anahawan (Southern Leyte),
11 December 2019 - 02:44 PM,6.78,125.02,18,2.3,009 km S 68° E of Columbio (Sultan Kudarat),
11 December 2019 - 02:27 PM,9.88,125.77,1,2.4,012 km S 68° E of Cagdiano (Dinagat),
11 December 2019 - 02:12 PM,6.88,125.13,8,2.3,010 km S 29° E of Makilala (Cotabato),
11 December 2019 - 10:23 AM,7.57,126.3,34,2.3,023 km S 76° E of New Bataan (Compostela Valley),
11 December 2019 - 09:09 AM,5.62,126.74,36,2.4,128 km S 77° E of Jose Abad Santos (Davao Occidental),
11 December 2019 - 08:48 AM,13.05,120.3,1,2.2,044 km S 24° W of Paluan (Occidental Mindoro),
11 December 2019 - 08:17 AM,5.74,124.74,20,2.8,033 km S 65° W of Maasim (Sarangani),
11 December 2019 - 07:04 AM,6.8,124.87,28,1.8,007 km S 40° E of Tulunan (Cotabato),
11 December 2019 - 06:24 AM,5.51,126.71,70,2.5,128 km S 71° E of Jose Abad Santos (Davao Occidental),
11 December 2019 - 05:10 AM,9.73,122.38,19,1.6,005 km S 39° W of Sipalay City (Negros Occidental),
11 December 2019 - 04:24 AM,6.74,124.73,33,2.2,017 km S 41° W of Tulunan (Cotabato),
11 December 2019 - 04:18 AM,7,125.19,17,2.2,011 km S 84° E of Kidapawan City (Cotabato),
11 December 2019 - 04:01 AM,13.16,124.51,64,2.4,056 km S 33° E of Virac (Catanduanes),
11 December 2019 - 02:54 AM,9.1,126.07,25,1.9,014 km N 81° W of Tandag City (Surigao Del Sur),
11 December 2019 - 01:13 AM,6.74,124.76,38,1.6,006 km N 69° W of Buluan (Maguindanao),
11 December 2019 - 12:54 AM,8.98,126.35,28,1.8,008 km N 86° E of Bayabas (Surigao Del Sur),
11 December 2019 - 12:39 AM,13.61,120.99,1,2.2,013 km N 18° E of Puerto Galera (Oriental Mindoro),
11 December 2019 - 12:25 AM,9.44,125.71,20,1.7,015 km S 07° W of Claver (Surigao Del Norte),
11 December 2019 - 12:21 AM,5.4,126.1,100,2.3,070 km S 87° E of Sarangani (Davao Occidental),
10 December 2019 - 11:11 PM,9.41,126.35,23,2,023 km N 51° E of Cortes (Surigao Del Sur),
10 December 2019 - 10:28 PM,7.36,125.37,9,2.1,042 km N 39° W of Davao City (Davao Del Sur),
10 December 2019 - 10:24 PM,10.4,125.1,30,2.1,017 km N 27° W of Cabalian (San Juan) (Southern Leyte),
10 December 2019 - 10:19 PM,6.75,124.83,32,2.2,011 km S 01° W of Tulunan (Cotabato),
10 December 2019 - 09:35 PM,14.56,122.42,24,1.6,018 km S 16° E of Jomalig (Quezon),
10 December 2019 - 09:17 PM,6.24,126.19,37,2.2,055 km N 85° E of Don Marcelino (Davao Occidental),
10 December 2019 - 09:07 PM,9.86,124.17,27,2,011 km S 27° W of Danao (Bohol),
10 December 2019 - 08:46 PM,17.02,121.7,28,2.1,005 km N 32° W of Luna (Isabela),
10 December 2019 - 08:43 PM,5.16,126.32,59,3.9,098 km S 72° E of Sarangani (Davao Occidental),
10 December 2019 - 08:26 PM,10.25,126.02,19,2.6,026 km N 14° W of Burgos (Surigao Del Norte),
10 December 2019 - 08:26 PM,10.25,126.02,19,2.6,026 km N 14° W of Burgos (Surigao Del Norte),
10 December 2019 - 08:26 PM,10.25,126.02,19,2.6,026 km N 14° W of Burgos (Surigao Del Norte),
10 December 2019 - 08:26 PM,10.25,126.02,19,2.6,026 km N 14° W of Burgos (Surigao Del Norte),
10 December 2019 - 08:26 PM,10.25,126.02,19,2.6,026 km N 14° W of Burgos (Surigao Del Norte),
10 December 2019 - 08:26 PM,10.25,126.02,19,2.6,026 km N 14° W of Burgos (Surigao Del Norte),
10 December 2019 - 03:35 PM,7.35,125.42,4,3,037 km N 34° W of Davao City (Davao Del Sur),
10 December 2019 - 03:08 PM,6.82,125.74,1,2,031 km S 28° E of Davao City (Davao Del Sur),
10 December 2019 - 03:04 PM,7.35,125.38,10,2.2,031 km N 79° E of Antipas (North Cotabato),
10 December 2019 - 09:23 AM,14.04,121.01,1,2.9,007 km S 18° W of Talisay (Batangas),
10 December 2019 - 08:14 AM,12.74,121.12,29,2,026 km N 48° E of Calintaan (Occidental Mindoro),
10 December 2019 - 06:39 AM,13.57,120.67,117,3.6,015 km N 24° W of Abra De Ilog (Occidental Mindoro),
10 December 2019 - 04:27 AM,9.72,124.82,10,2.9,027 km S 85° E of Anda (Bohol),
10 December 2019 - 04:24 AM,9.69,124.87,7,2.4,033 km S 79° E of Anda (Bohol),
10 December 2019 - 03:02 AM,5.94,126.77,14,3.2,110 km S 44° E of Governor Generoso (Davao Oriental),
10 December 2019 - 12:15 AM,4.72,125.28,3,2.9,082 km S 15° W of Sarangani (Davao Occidental),
09 December 2019 - 10:43 PM,5.54,126.56,77,3.1,111 km S 70° E of Jose Abad Santos (Davao Occidental),
09 December 2019 - 10:37 PM,8.6,122.48,35,2.3,062 km N 75° W of Jose Dalman (Ponot) (Zamboanga Del Norte),
09 December 2019 - 10:30 PM,9.95,124.23,10,2.1,001 km N 88° E of Danao (Bohol),
09 December 2019 - 09:15 PM,9.4,126.1,28,1.8,017 km N 80° E of Carrascal (Surigao Del Sur),
09 December 2019 - 09:08 PM,10.01,126.28,13,2.4,022 km S 88° E of Burgos (Surigao Del Norte),
09 December 2019 - 09:05 PM,5.59,127.92,1,3,235 km S 60° E of Governor Generoso (Davao Oriental),
09 December 2019 - 08:49 PM,6.34,126.09,131,1.7,035 km S 03° E of Governor Generoso (Davao Oriental),
09 December 2019 - 07:48 PM,5.04,126.32,1,2.3,122 km S 40° E of Jose Abad Santos (Davao Occidental),
09 December 2019 - 07:31 PM,6.73,124.86,25,1.9,013 km S 47° W of Columbio (Sultan Kudarat),
09 December 2019 - 07:12 PM,4.86,123.37,597,4,176 km S 31° W of Palimbang (Sultan Kudarat),
09 December 2019 - 05:29 PM,7.17,125.22,67,2.1,045 km N 75° W of Davao City (Davao Del Sur),
09 December 2019 - 02:15 PM,16.24,120.34,10,3.1,006 km S 43° W of Santo Tomas (La Union),
09 December 2019 - 02:12 PM,5.92,125.5,30,3,013 km N 74° W of Jose Abad Santos (Davao Occidental),
09 December 2019 - 01:51 PM,10.32,126.12,13,3.5,034 km N 09° E of Burgos (Surigao Del Norte),
09 December 2019 - 09:29 AM,5.69,126.62,34,2.6,113 km S 79° E of Jose Abad Santos (Davao Occidental),
09 December 2019 - 08:14 AM,6.84,125.07,32,1.5,016 km S 06° W of Makilala (Cotabato),
09 December 2019 - 07:13 AM,8.84,126.5,25,2.2,023 km N 80° E of Marihatag (Surigao Del Sur),
09 December 2019 - 06:44 AM,9.69,126.29,33,2.2,018 km S 54° E of General Luna (Surigao Del Norte),
09 December 2019 - 06:07 AM,6.63,124.95,33,1.9,009 km N 01° E of Lutayan (Sultan Kudarat),
09 December 2019 - 05:55 AM,10.59,125.56,3,2.1,025 km N 05° W of Loreto (Dinagat Islands),
09 December 2019 - 05:41 AM,10.07,126.16,14,2.3,011 km N 59° E of Burgos (Surigao Del Norte),
09 December 2019 - 03:56 AM,11.39,125.78,1,3.1,019 km N 68° E of Hernani (Eastern Samar),
09 December 2019 - 02:06 AM,18.69,120.1,7,2.6,061 km N 71° W of Burgos (Ilocos Norte),
09 December 2019 - 01:44 AM,6.97,125.06,34,2.1,029 km N 63° E of Tulunan (Cotabato),
09 December 2019 - 12:09 AM,13.68,120.2,12,2.1,007 km S 53° W of Looc (Occidental Mindoro),
08 December 2019 - 10:51 PM,8.82,125.73,12,2.5,003 km S 76° E of Sibagat (Agusan Del Sur),
08 December 2019 - 08:28 PM,9.17,126.4,26,2.3,026 km S 62° E of Cortes (Surigao Del Sur),
08 December 2019 - 07:36 PM,15.55,122.21,16,1.8,071 km S 22° E of Dinalungan (Aurora),
08 December 2019 - 07:35 PM,15.55,122.46,24,2.3,085 km S 39° E of Dinalungan (Aurora),
08 December 2019 - 07:04 PM,7.65,125.02,8,2.1,014 km N 59° E of Kadingilan (Bukidnon),
08 December 2019 - 06:45 PM,7.62,124.87,4,3.3,006 km N 63° W of Kadingilan (Bukidnon),
08 December 2019 - 04:20 PM,6.8,125.07,4,2.8,018 km S 06° W of Makilala (Cotabato),
08 December 2019 - 04:07 PM,9.35,121.67,23,2.6,092 km S 61° W of Sipalay City (Negros Occidental),
08 December 2019 - 02:49 PM,18.09,120.48,33,1.9,009 km N 69° W of Batac (Ilocos Norte),
08 December 2019 - 02:47 PM,6.8,124.97,18,2,016 km S 69° E of Tulunan (Cotabato),
08 December 2019 - 12:03 PM,9.05,126.9,7,2.7,068 km N 77° E of Cagwait (Surigao Del Sur),
08 December 2019 - 11:20 AM,6.63,126.23,29,1.8,017 km S 81° E of Governor Generoso (Davao Oriental),
08 December 2019 - 10:44 AM,6.62,126.22,27,2.6,016 km S 79° E of Governor Generoso (Davao Oriental),
08 December 2019 - 09:11 AM,7.63,125.44,33,2.4,023 km N 69° W of Kapalong (Davao Del Norte),
08 December 2019 - 08:52 AM,9.47,126.18,17,3.4,021 km N 04° W of Cortes (Surigao Del Sur),
08 December 2019 - 06:48 AM,6.77,124.83,33,2,009 km S 01° E of Tulunan (Cotabato),
08 December 2019 - 06:02 AM,7.81,124.88,33,1.7,016 km N 61° E of Kalilangan (Bukidnon),
08 December 2019 - 05:08 AM,12.62,125.62,23,3.3,042 km N 68° E of Mapanas (Northern Samar),
08 December 2019 - 05:04 AM,6.99,125.13,33,1.8,006 km N 49° E of Makilala (Cotabato),
08 December 2019 - 03:41 AM,6.27,124.74,30,2.1,008 km N 50° E of T'boli (South Cotabato),
08 December 2019 - 02:55 AM,5.85,125.07,30,2.1,030 km S 21° W of General Santos City (South Cotabato),
08 December 2019 - 02:27 AM,5.2,126.27,141,2.6,092 km S 74° E of Sarangani (Davao Occidental),
08 December 2019 - 02:24 AM,9.48,126.2,30,2.4,022 km N 02° E of Cortes (Surigao Del Sur),
08 December 2019 - 02:21 AM,12.42,124.54,28,3.1,014 km S 48° W of Catarman (Northern Samar),
08 December 2019 - 02:12 AM,13.91,120.52,93,2,015 km N 56° W of Calatagan (Batangas),
08 December 2019 - 01:18 AM,6.86,124.94,32,2.1,006 km N 02° W of Columbio (Sultan Kudarat),
08 December 2019 - 12:58 AM,6.91,125.08,19,2.7,006 km S 05° W of Makilala (Cotabato),
07 December 2019 - 11:59 PM,10.27,122.1,1,2.7,026 km S 46° E of Anini-y (Antique),
07 December 2019 - 11:58 PM,4.7,125.86,168,3,092 km S 28° E of Sarangani (Davao Occidental),
07 December 2019 - 11:49 PM,5.76,124.98,32,2,011 km S 18° W of Maasim (Sarangani),
07 December 2019 - 11:28 PM,4.25,125.79,4,3.3,135 km S 15° E of Sarangani (Davao Occidental),
07 December 2019 - 09:59 PM,6.56,124.83,19,2.2,006 km N 09° W of Koronadal City (South Cotabato),
07 December 2019 - 09:54 PM,6.9,125.12,14,1.9,007 km S 28° E of Makilala (Cotabato),
07 December 2019 - 09:37 PM,7.68,124.94,3,2.4,009 km N 12° E of Kadingilan (Bukidnon),
07 December 2019 - 09:22 PM,6.85,124.94,24,2,012 km S 87° E of Tulunan (Cotabato),
07 December 2019 - 09:18 PM,6.84,125.06,28,1.7,013 km N 75° E of Columbio (Sultan Kudarat),
07 December 2019 - 08:30 PM,6.81,124.99,18,1.8,005 km S 87° E of Columbio (Sultan Kudarat),
07 December 2019 - 08:17 PM,8.9,126.33,33,2.1,004 km S 64° E of Cagwait (Surigao Del Sur),
07 December 2019 - 06:38 PM,14.81,122.56,10,3.9,023 km N 63° E of Jomalig (Quezon),
07 December 2019 - 05:36 PM,5.15,125.49,8,2,031 km S 03° E of Sarangani (Davao Occidental),
07 December 2019 - 03:37 PM,6.87,124.99,13,2.3,015 km S 45° W of Makilala (Cotabato),
07 December 2019 - 02:09 PM,7.66,124.44,26,2.4,018 km N 26° E of Buldon (Maguindanao),
07 December 2019 - 02:09 PM,15.55,121.1,24,2.4,001 km N 57° E of Palayan City (Nueva Ecija),
07 December 2019 - 02:02 PM,8.48,122.72,5,3.1,041 km N 49° W of Sindangan (Zamboanga Del Norte),
07 December 2019 - 02:02 PM,7.69,125.12,32,1.9,012 km N 85° E of Don Carlos (Bukidnon),
07 December 2019 - 12:05 PM,6.4,124.78,26,2,003 km S 29° W of Banga (South Cotabato),
07 December 2019 - 11:49 AM,7.84,125.08,33,2,019 km N 25° E of Don Carlos (Bukidnon),
07 December 2019 - 11:46 AM,7.7,124.94,2,3.4,008 km N 77° W of Don Carlos (Bukidnon),
07 December 2019 - 11:36 AM,13.88,123.45,1,2.9,016 km N 63° E of Tinambac (Camarines Sur),
07 December 2019 - 10:13 AM,7.68,124.93,1,2.8,010 km N 05° E of Kadingilan (Bukidnon),
07 December 2019 - 10:04 AM,7.67,124.93,1,2.5,009 km N 06° E of Kadingilan (Bukidnon),
07 December 2019 - 08:16 AM,6.81,125.02,24,1.8,018 km S 23° W of Makilala (Cotabato),
07 December 2019 - 07:57 AM,7.67,124.96,6,2.6,009 km N 26° E of Kadingilan (Bukidnon),
07 December 2019 - 07:26 AM,15.2,122.75,1,3.3,067 km N 37° E of Jomalig (Quezon),
07 December 2019 - 06:04 AM,14.01,121.01,3,2,010 km S 58° E of Laurel (Batangas),
07 December 2019 - 05:45 AM,9.78,122.39,17,2.7,003 km N 38° W of Sipalay City (Negros Occidental),
07 December 2019 - 04:08 AM,6.67,124.98,18,2.1,026 km S 39° E of Tulunan (Cotabato),
07 December 2019 - 03:55 AM,9.85,122.59,24,2.1,023 km N 64° E of Sipalay City (Negros Occidental),
07 December 2019 - 03:07 AM,9.9,125.48,28,2.5,014 km S 62° W of Dinagat (Dinagat),
07 December 2019 - 02:58 AM,10.38,123.9,9,2,007 km N 42° W of Mandaue City (Cebu),
07 December 2019 - 02:35 AM,9.83,122.4,13,2.3,008 km N 09° W of Sipalay City (Negros Occidental),
07 December 2019 - 02:29 AM,9.26,125.95,80,2.6,026 km S 86° W of Cortes (Surigao Del Sur),
07 December 2019 - 02:07 AM,9.56,124.81,8,1.7,033 km S 53° E of Anda (Bohol),
07 December 2019 - 01:42 AM,6.88,125.02,18,1.9,012 km S 40° W of Makilala (Cotabato),
07 December 2019 - 01:39 AM,9.89,122.33,21,2.1,016 km N 31° W of Sipalay City (Negros Occidental),
07 December 2019 - 01:28 AM,6.95,125.16,2,1.6,008 km S 79° E of Makilala (Cotabato),
07 December 2019 - 01:18 AM,6.34,126.36,20,2.1,047 km S 43° E of Governor Generoso (Davao Oriental),
07 December 2019 - 01:15 AM,6.8,124.81,35,2,006 km S 23° W of Tulunan (Cotabato),
07 December 2019 - 01:09 AM,9.31,123.16,6,2.2,013 km N 80° W of Luzurriaga (Valencia) (Negros Oriental),
07 December 2019 - 01:05 AM,10.68,126.37,2,2.8,080 km S 61° E of Guiuan (Eastern Samar),
07 December 2019 - 12:58 AM,11.55,124.39,3,2.7,001 km S 14° W of Naval (Biliran),
06 December 2019 - 10:54 PM,8.75,125.82,10,3.2,008 km N 63° E of Bayugan City (Agusan Del Sur),
06 December 2019 - 10:26 PM,11.46,124.39,8,2,011 km S 04° W of Naval (Biliran),
06 December 2019 - 09:56 PM,10.65,126.21,1,3.1,068 km S 51° E of Guiuan (Eastern Samar),
06 December 2019 - 09:24 PM,13.09,120.85,29,1.9,014 km N 80° E of Santa Cruz (Occidental Mindoro),
06 December 2019 - 08:51 PM,10.16,125.69,43,2.1,014 km N 45° E of Basilisa (Rizal) (Surigao Del Norte),
06 December 2019 - 06:14 PM,10.86,124.91,25,2.1,024 km N 32° E of Baybay (Leyte),
06 December 2019 - 04:47 PM,7.81,125.1,30,1.8,011 km S 02° E of Valencia City (Bukidnon),
06 December 2019 - 04:38 PM,12.23,125.14,32,2.6,029 km N 74° E of Matuguinao (Samar),
06 December 2019 - 04:29 PM,6.59,124.93,8,2.6,013 km N 45° E of Koronadal City (South Cotabato),
06 December 2019 - 03:24 PM,6.53,125.04,18,2.3,022 km N 83° E of Koronadal City (South Cotabato),
06 December 2019 - 12:24 PM,7.08,125.31,22,2.5,033 km N 88° W of Davao City (Davao Del Sur),
06 December 2019 - 10:50 AM,9.33,123.23,8,2.3,007 km N 42° W of Luzurriaga (Valencia) (Negros Oriental),
06 December 2019 - 09:07 AM,14.17,120.38,107,2.1,028 km N 69° W of Nasugbu (Batangas),
06 December 2019 - 06:09 AM,6.44,126.68,34,2.2,071 km S 70° E of Governor Generoso (Davao Oriental),
06 December 2019 - 05:04 AM,10.04,122.37,33,2.3,029 km N 75° W of Cauayan (Negros Occidental),
06 December 2019 - 05:04 AM,5.95,126.28,107,2.1,108 km S 04° E of Mati (Davao Oriental),
06 December 2019 - 05:00 AM,12.88,120.44,30,1.8,042 km S 23° W of Mamburao (Occ.mindoro),
06 December 2019 - 04:51 AM,6.39,125.01,23,2.8,009 km N 51° E of Tupi (South Cotabato),
06 December 2019 - 04:49 AM,5.15,125.83,21,1.6,050 km S 53° E of Sarangani (Davao Occidental),
06 December 2019 - 04:03 AM,10.78,122.37,8,2.4,002 km S 83° W of Leon (Iloilo),
06 December 2019 - 03:53 AM,14.04,120.43,75,2.3,021 km S 78° W of Nasugbu (Batangas),
06 December 2019 - 03:00 AM,5.08,126.61,5,2.7,132 km S 73° E of Sarangani (Davao Occidental),
06 December 2019 - 01:41 AM,6.3,126.63,149,2.3,072 km S 58° E of Governor Generoso (Davao Oriental),
06 December 2019 - 01:10 AM,9.52,123.7,22,2,008 km S 40° W of Panglao (Bohol),
06 December 2019 - 12:52 AM,14,121.15,18,1.7,007 km N 11° W of Lipa City (Batangas),
06 December 2019 - 12:50 AM,20.5,122.54,9,3.1,059 km N 89° E of Basco (Batanes),
06 December 2019 - 12:00 AM,4.69,126,155,2.4,101 km S 35° E of Sarangani (Davao Occidental),
05 December 2019 - 11:58 PM,13.77,120.65,113,2.7,008 km S 12° E of Calatagan (Batangas),
05 December 2019 - 11:34 PM,7.61,124.99,34,1.8,007 km N 79° E of Kadingilan (Bukidnon),
05 December 2019 - 11:10 PM,14.08,120.43,73,1.9,021 km S 89° W of Nasugbu (Batangas),
05 December 2019 - 11:07 PM,6.92,125.05,33,1.6,026 km N 74° E of Tulunan (Cotabato),
05 December 2019 - 10:30 PM,6.84,125.09,1,2.8,014 km S 01° E of Makilala (Cotabato),
05 December 2019 - 10:27 PM,7.07,125.08,34,2,013 km N 07° W of Makilala (Cotabato),
05 December 2019 - 08:24 PM,5.24,127,33,5.6,169 km S 65° E of Jose Abad Santos (Davao Occidental),
05 December 2019 - 04:28 PM,7.3,126.88,20,2.6,035 km S 85° E of Caraga (Davao Oriental),
05 December 2019 - 03:51 PM,8.86,126.65,34,2.2,039 km N 81° E of Marihatag (Surigao Del Sur),
05 December 2019 - 12:10 PM,8.66,126.35,65,2.9,017 km S 59° E of San Agustin (Surigao Del Sur),
05 December 2019 - 11:43 AM,18.03,120.4,35,2.7,009 km N 81° W of Currimao (Ilocos Norte),
05 December 2019 - 10:45 AM,17.76,120.62,32,2.4,015 km S 77° E of Cabugao (Ilocos Sur),
05 December 2019 - 09:14 AM,12.5,125.2,17,2.3,007 km N 63° W of Mapanas (Northern Samar),
05 December 2019 - 05:26 AM,13.96,123.8,12,2.8,012 km N 55° E of Garchitorena (Camarines Sur),
05 December 2019 - 04:46 AM,12.31,120.82,30,2.9,024 km S 47° W of Rizal (Occidental Mindoro),
05 December 2019 - 04:34 AM,6.6,124.92,8,3.1,007 km N 30° W of Lutayan (Sultan Kudarat),
05 December 2019 - 04:23 AM,13.69,120.55,89,2.2,018 km S 31° W of Calatagan (Batangas),
