Date - Time,Lat,Long,Depth,Mag,Location,
21 December 2019 - 08:01 AM,6.84,124.82,33,2.3,002 km S 18° W of Tulunan (Cotabato),
21 December 2019 - 07:16 AM,6.12,125.17,20,2.2,002 km N 04° W of General Santos City (South Cotabato),
21 December 2019 - 05:58 AM,6.63,124.99,25,2.3,010 km N 22° E of Lutayan (Sultan Kudarat),
21 December 2019 - 05:35 AM,6.57,125.2,33,2.3,016 km S 78° W of Sulop (Davao Del Sur),
21 December 2019 - 05:27 AM,6.5,125.08,33,2.3,015 km S 68° E of Lutayan (Sultan Kudarat),
21 December 2019 - 04:48 AM,6.65,124.85,26,3.4,009 km S 32° E of Buluan (Maguindanao),
21 December 2019 - 04:45 AM,6.74,125.11,18,2.5,012 km S 65° W of Bansalan (Davao Del Sur),
21 December 2019 - 04:27 AM,6.46,125.01,28,2,011 km S 32° E of Lutayan (Sultan Kudarat),
21 December 2019 - 04:20 AM,6.58,125.01,32,2.2,007 km N 68° E of Lutayan (Sultan Kudarat),
21 December 2019 - 04:15 AM,13.6,121.05,31,1.4,018 km S 02° W of Batangas City (Batangas),
21 December 2019 - 04:11 AM,13.9,119.88,6,2,026 km N 80° W of Lubang (Occidental Mindoro),
21 December 2019 - 03:50 AM,13.8,120.21,19,1.7,009 km N 25° W of Looc (Occidental Mindoro),
21 December 2019 - 03:45 AM,13.71,119.92,17,3.6,027 km S 53° W of Lubang (Occidental Mindoro),
21 December 2019 - 03:40 AM,9.95,123.19,25,2.9,010 km S 28° W of La Libertad (Negros Oriental),
21 December 2019 - 03:40 AM,6.55,124.94,31,2.7,001 km N 68° W of Lutayan (Sultan Kudarat),
21 December 2019 - 03:39 AM,15.17,121.39,7,2.1,039 km N 54° E of Doña Remedios Trinidad (Bulacan),
21 December 2019 - 03:24 AM,6.49,125.31,22,2.4,012 km S 18° W of Sulop (Davao Del Sur),
21 December 2019 - 03:23 AM,15.08,121.32,5,1.7,027 km N 62° E of Doña Remedios Trinidad (Bulacan),
21 December 2019 - 02:57 AM,6.65,125.19,18,3.1,002 km S 77° W of Kiblawan (Davao Del Sur),
21 December 2019 - 02:44 AM,6.61,125.19,11,2.2,005 km S 26° W of Kiblawan (Davao Del Sur),
21 December 2019 - 02:35 AM,6.82,125.02,41,1.8,018 km S 26° W of Makilala (Cotabato),
21 December 2019 - 02:03 AM,6.75,124.77,34,2.2,005 km N 54° W of Buluan (Maguindanao),
21 December 2019 - 01:44 AM,6.47,125.37,31,2.2,015 km S 13° E of Sulop (Davao Del Sur),
21 December 2019 - 01:39 AM,6.71,125.19,20,1.6,006 km N 27° W of Kiblawan (Davao Del Sur),
21 December 2019 - 01:38 AM,6.92,124.97,30,1.7,013 km N 14° E of Columbio (Sultan Kudarat),
21 December 2019 - 01:35 AM,6.72,125.23,25,2,001 km S 45° W of Matanao (Davao Del Sur),
21 December 2019 - 01:21 AM,6.62,125.08,13,2.5,016 km S 76° W of Kiblawan (Davao Del Sur),
21 December 2019 - 01:14 AM,13.5,120.63,35,1.6,013 km N 60° W of Abra De Ilog (Occidental Mindoro),
21 December 2019 - 01:09 AM,17.14,120.36,33,2,009 km N 72° W of Santa Lucia (Ilocos Sur),
21 December 2019 - 12:59 AM,6.72,125.16,6,3.3,009 km S 85° W of Matanao (Davao Del Sur),
21 December 2019 - 12:55 AM,6.69,125.13,9,4.7,009 km S 78° W of Magsaysay (Davao Del Sur),
21 December 2019 - 12:49 AM,6.54,125.33,28,2.9,007 km S 16° W of Sulop (Davao Del Sur),
21 December 2019 - 12:48 AM,6.48,125.23,46,2.2,023 km N 07° W of Malungon (Sarangani),
21 December 2019 - 12:42 AM,6.75,125,13,3,009 km S 40° E of Columbio (Sultan Kudarat),
21 December 2019 - 12:29 AM,6.65,125.26,1,3.4,005 km S 87° E of Kiblawan (Davao Del Sur),
21 December 2019 - 12:15 AM,6.55,125.21,9,3.4,011 km S 02° W of Kiblawan (Davao Del Sur),
21 December 2019 - 12:01 AM,6.65,125.36,37,2.4,001 km N 15° E of Padada (Davao Del Sur),
20 December 2019 - 11:45 PM,6.68,125.14,6,4.3,009 km N 72° W of Kiblawan (Davao Del Sur),
20 December 2019 - 11:34 PM,6.55,125.29,11,3.1,014 km S 34° E of Kiblawan (Davao Del Sur),
20 December 2019 - 10:59 PM,6.82,125.04,33,3,011 km N 85° E of Columbio (Sultan Kudarat),
20 December 2019 - 10:53 PM,6.49,124.95,22,2.2,006 km N 73° E of Tampakan (South Cotabato),
20 December 2019 - 10:41 PM,9.21,126.82,24,1.7,064 km N 66° E of Bayabas (Surigao Del Sur),
20 December 2019 - 10:41 PM,13.63,120.67,100,2.3,021 km N 18° W of Abra De Ilog (Occidental Mindoro),
20 December 2019 - 10:25 PM,6.85,125.02,8,3.2,015 km S 33° W of Makilala (Cotabato),
20 December 2019 - 10:18 PM,6.72,125.15,1,3,010 km S 42° W of Bansalan (Davao Del Sur),
20 December 2019 - 09:32 PM,4.39,126.48,1,4.1,161 km S 44° E of Sarangani (Davao Occidental),
20 December 2019 - 09:03 PM,6.58,125.25,4,1.7,009 km S 25° E of Kiblawan (Davao Del Sur),
20 December 2019 - 09:00 PM,6.75,125.26,27,2.1,006 km N 51° E of Magsaysay (Davao Del Sur),
20 December 2019 - 08:49 PM,6.45,125.31,33,1.7,017 km S 12° W of Sulop (Davao Del Sur),
20 December 2019 - 08:40 PM,6.58,125.28,18,2.5,011 km S 40° E of Kiblawan (Davao Del Sur),
20 December 2019 - 08:11 PM,6.61,125.3,22,3.6,011 km S 60° E of Kiblawan (Davao Del Sur),
20 December 2019 - 08:01 PM,6.43,125.24,22,3.2,019 km N 03° W of Malungon (Sarangani),
20 December 2019 - 07:43 PM,6.34,125.05,44,2.7,024 km N 71° W of Malungon (Sarangani),
20 December 2019 - 07:37 PM,6.81,125.11,26,2.9,011 km N 76° W of Bansalan (Davao Del Sur),
20 December 2019 - 07:34 PM,6.3,125.18,27,2,038 km S 29° W of Sulop (Davao Del Sur),
20 December 2019 - 04:08 PM,6.85,125.18,33,2.6,016 km N 13° W of Magsaysay (Davao Del Sur),
20 December 2019 - 02:34 PM,6.56,125.19,29,2.5,011 km S 14° W of Kiblawan (Davao Del Sur),
20 December 2019 - 02:16 PM,6.61,125.32,8,2.5,013 km S 67° E of Kiblawan (Davao Del Sur),
20 December 2019 - 01:16 PM,6.57,125.22,21,3,009 km S 02° E of Kiblawan (Davao Del Sur),
20 December 2019 - 12:48 PM,6.52,125.05,29,2.7,012 km S 73° E of Lutayan (Sultan Kudarat),
20 December 2019 - 11:55 AM,6.79,125.06,13,2.5,017 km N 89° W of Bansalan (Davao Del Sur),
20 December 2019 - 11:45 AM,6.66,125.2,4,3.9,002 km N 67° W of Kiblawan (Davao Del Sur),
20 December 2019 - 11:21 AM,6.47,125.18,26,2.2,021 km S 11° W of Kiblawan (Davao Del Sur),
20 December 2019 - 10:25 AM,6.71,125.13,25,2.1,010 km S 87° W of Magsaysay (Davao Del Sur),
20 December 2019 - 10:06 AM,6.58,125.37,4,2.6,004 km S 53° E of Sulop (Davao Del Sur),
20 December 2019 - 09:58 AM,6.56,125,28,2.8,005 km N 81° E of Lutayan (Sultan Kudarat),
20 December 2019 - 09:24 AM,6.74,124.87,36,2.1,013 km S 19° E of Tulunan (Cotabato),
20 December 2019 - 08:53 AM,6.57,125.16,32,2.8,011 km S 33° W of Kiblawan (Davao Del Sur),
20 December 2019 - 08:15 AM,6.81,125.14,7,2.5,008 km N 68° W of Bansalan (Davao Del Sur),
20 December 2019 - 08:13 AM,6.57,124.99,30,2.4,005 km N 65° E of Lutayan (Sultan Kudarat),
20 December 2019 - 08:11 AM,6.69,124.89,32,2,015 km S 26° W of Columbio (Sultan Kudarat),
20 December 2019 - 07:20 AM,6.42,125.28,25,2,018 km N 11° E of Malungon (Sarangani),
20 December 2019 - 07:18 AM,6.65,125.15,5,2.9,007 km S 89° W of Kiblawan (Davao Del Sur),
20 December 2019 - 06:50 AM,7.55,125.1,33,2,010 km S 81° E of Dangcagan (Bukidnon),
20 December 2019 - 06:35 AM,14,121,800,1.9,009 km S 51° E of Laurel (Batangas),
20 December 2019 - 06:23 AM,6.22,125.11,16,2.1,006 km S 87° E of Polomolok (South Cotabato),
20 December 2019 - 06:10 AM,6.5,125.16,29,2.2,018 km S 20° W of Kiblawan (Davao Del Sur),
20 December 2019 - 05:55 AM,6.56,124.98,29,2.2,003 km N 73° E of Lutayan (Sultan Kudarat),
20 December 2019 - 05:48 AM,6.68,125.14,37,1.8,009 km S 68° W of Magsaysay (Davao Del Sur),
20 December 2019 - 04:55 AM,7.5,125.18,27,2.1,019 km S 70° E of Dangcagan (Bukidnon),
20 December 2019 - 04:08 AM,6.63,125.25,15,2.7,005 km S 54° E of Kiblawan (Davao Del Sur),
20 December 2019 - 04:03 AM,6.55,124.59,34,2.2,009 km S 01° E of Isulan (Sultan Kudarat),
20 December 2019 - 03:39 AM,6.79,125.13,25,1.8,013 km N 45° W of Magsaysay (Davao Del Sur),
20 December 2019 - 03:38 AM,12.23,120.89,23,2.1,027 km S 21° W of Rizal (Occidental Mindoro),
20 December 2019 - 03:24 AM,6.9,125.07,29,2.3,020 km N 50° W of Bansalan (Davao Del Sur),
20 December 2019 - 03:02 AM,6.58,125.34,8,2.2,003 km S 10° W of Sulop (Davao Del Sur),
20 December 2019 - 02:57 AM,6.6,124.94,32,1.7,006 km N 09° W of Lutayan (Sultan Kudarat),
20 December 2019 - 02:44 AM,6.58,125.11,23,2.8,018 km N 81° E of Lutayan (Sultan Kudarat),
20 December 2019 - 02:38 AM,6.68,125.04,33,1.9,018 km N 33° E of Lutayan (Sultan Kudarat),
20 December 2019 - 02:28 AM,6.15,125.11,21,2.7,020 km S 50° W of Malungon (Sarangani),
20 December 2019 - 02:26 AM,6.62,124.91,34,1.9,019 km S 81° E of Tantangan (South Cotabato),
20 December 2019 - 02:17 AM,6.67,124.85,29,1.8,007 km S 39° E of Buluan (Maguindanao),
20 December 2019 - 02:07 AM,6.58,125.24,26,2.8,009 km S 20° E of Kiblawan (Davao Del Sur),
20 December 2019 - 01:58 AM,6.79,125.02,28,2.2,009 km S 78° E of Columbio (Sultan Kudarat),
20 December 2019 - 01:43 AM,6.55,125.28,24,1.8,009 km S 49° W of Sulop (Davao Del Sur),
20 December 2019 - 01:49 AM,13.66,120.68,128,2.3,020 km S 14° E of Calatagan (Batangas),
20 December 2019 - 01:33 AM,6.54,125.21,30,2.1,013 km S 01° W of Kiblawan (Davao Del Sur),
20 December 2019 - 01:21 AM,19.04,121.33,8,2.7,030 km S 28° W of Calayan (Cagayan),
20 December 2019 - 01:20 AM,6.58,125.22,23,2.5,008 km S 04° E of Kiblawan (Davao Del Sur),
20 December 2019 - 12:57 AM,8.05,124.57,1,2.4,020 km S 66° E of Kapai (Lanao Del Sur),
20 December 2019 - 12:46 AM,6.82,125.05,30,2.4,012 km N 84° E of Columbio (Sultan Kudarat),
20 December 2019 - 12:22 AM,6.49,125.02,30,1.7,010 km S 47° E of Lutayan (Sultan Kudarat),
20 December 2019 - 12:14 AM,6.58,125.28,26,2.8,008 km S 71° W of Sulop (Davao Del Sur),
20 December 2019 - 12:05 AM,7.66,121.97,26,3,018 km S 74° W of Siocon (Zamboanga Del Norte),
20 December 2019 - 12:05 AM,6.49,125.24,32,1.9,017 km S 42° W of Sulop (Davao Del Sur),
20 December 2019 - 12:03 AM,6.71,125.19,26,1.6,003 km S 86° W of Magsaysay (Davao Del Sur),
19 December 2019 - 11:55 PM,14.52,122.4,24,2.1,022 km S 08° E of Jomalig (Quezon),
19 December 2019 - 11:41 PM,6.58,124.84,33,2.4,008 km N 03° W of Koronadal City (South Cotabato),
19 December 2019 - 11:10 PM,6.69,125.14,19,2.9,009 km S 76° W of Magsaysay (Davao Del Sur),
19 December 2019 - 11:04 PM,6.72,125.11,13,3.6,012 km N 85° W of Magsaysay (Davao Del Sur),
19 December 2019 - 11:03 PM,13.99,120.46,110,3.5,020 km S 60° W of Nasugbu (Batangas),
19 December 2019 - 10:40 PM,13.79,119.96,25,2.2,019 km S 68° W of Lubang (Occidental Mindoro),
19 December 2019 - 10:15 PM,13.85,119.88,13,2.7,026 km S 90° W of Lubang (Occidental Mindoro),
19 December 2019 - 09:52 PM,12.63,125.86,12,2.7,063 km N 37° E of San Policarpo (Eastern Samar),
19 December 2019 - 09:48 PM,6.7,125.06,27,2.3,017 km S 85° W of Magsaysay (Davao Del Sur),
19 December 2019 - 09:37 PM,6.1,125.32,20,1.8,005 km N 75° E of Alabel (Sarangani),
19 December 2019 - 09:07 PM,6.81,125.15,27,2.1,007 km N 65° W of Bansalan (Davao Del Sur),
19 December 2019 - 09:00 PM,6.5,125.15,28,2.6,019 km S 22° W of Kiblawan (Davao Del Sur),
19 December 2019 - 08:44 PM,6.67,125.11,42,2.8,013 km S 67° W of Magsaysay (Davao Del Sur),
19 December 2019 - 08:41 PM,8.93,122.27,3,4,067 km S 37° W of Basay (Negros Oriental),
19 December 2019 - 08:32 PM,6.72,125.09,16,2.2,014 km N 84° W of Magsaysay (Davao Del Sur),
19 December 2019 - 08:17 PM,6.55,125.1,23,2.4,007 km S 77° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
19 December 2019 - 07:52 PM,6.65,124.95,27,1.9,019 km N 37° E of Koronadal City (South Cotabato),
19 December 2019 - 07:47 PM,6.58,125.1,31,1.9,021 km N 29° W of Malungon (Sarangani),
19 December 2019 - 07:20 PM,6.38,125.24,32,3,012 km N 05° W of Malungon (Sarangani),
19 December 2019 - 07:09 PM,6.39,125.28,25,2.6,014 km N 14° E of Malungon (Sarangani),
19 December 2019 - 07:05 PM,9.9,122.23,3,3.2,025 km N 52° W of Sipalay City (Negros Occidental),
19 December 2019 - 07:05 PM,9.9,122.23,3,3.2,025 km N 52° W of Sipalay City (Negros Occidental),
19 December 2019 - 06:54 PM,6.59,124.67,35,2.3,008 km N 12° E of Norala (South Cotabato),
19 December 2019 - 06:42 PM,6.33,125.24,33,2.3,007 km N 11° W of Malungon (Sarangani),
19 December 2019 - 06:37 PM,16.63,120.19,27,1.4,031 km N 67° W of San Fernando (La Union),
19 December 2019 - 06:28 PM,6.91,125.35,34,3.1,016 km N 07° W of Digos City (Davao Del Sur),
19 December 2019 - 06:11 PM,6.71,125.14,20,4.6,008 km S 89° W of Magsaysay (Davao Del Sur),
19 December 2019 - 06:00 PM,6.5,125.12,27,2.9,030 km N 29° W of Malungon (Sarangani),
19 December 2019 - 05:54 PM,6.08,125.27,16,2.5,021 km S 06° E of Malungon (Sarangani),
19 December 2019 - 05:53 PM,6.41,124.8,26,1.4,018 km N 62° W of Tupi (South Cotabato),
19 December 2019 - 05:30 PM,6.68,125.06,29,2.4,017 km N 81° W of Kiblawan (Davao Del Sur),
19 December 2019 - 05:28 PM,6.92,124.87,8,2.4,009 km N 27° E of Tulunan (Cotabato),
19 December 2019 - 05:24 PM,8.73,125.54,35,1.9,009 km S 54° W of Las Nieves (Agusan Del Norte),
19 December 2019 - 05:11 PM,6.59,125.08,29,2,015 km N 73° E of Lutayan (Sultan Kudarat),
19 December 2019 - 04:45 PM,6.66,124.91,26,2.9,044 km S 28° W of Kidapawan City,
19 December 2019 - 04:33 PM,6.56,125.05,29,2.9,019 km N 60° E of Tampakan (South Cotabato),
19 December 2019 - 04:22 PM,6.72,125.16,31,2.4,009 km S 85° W of Matanao (Davao Del Sur),
19 December 2019 - 04:11 PM,6.68,125.13,31,2.9,010 km N 73° W of Kiblawan (Davao Del Sur),
19 December 2019 - 03:48 PM,10.93,123.1,32,2.4,005 km N 52° E of Victorias City (Negros Occidental),
19 December 2019 - 03:41 PM,6.74,124.99,33,2.2,009 km S 32° E of Columbio (Sultan Kudarat),
19 December 2019 - 03:22 PM,6.36,125.22,31,2.5,023 km N 49° E of Polomolok (South Cotabato),
19 December 2019 - 03:10 PM,6.71,125.12,6,3.6,010 km N 88° W of Magsaysay (Davao Del Sur),
19 December 2019 - 03:07 PM,6.56,125.32,10,2.4,005 km S 28° W of Sulop (Davao Del Sur),
19 December 2019 - 02:54 PM,6.62,125.19,23,2.4,011 km S 19° W of Magsaysay (Davao Del Sur),
19 December 2019 - 03:41 PM,6.74,124.99,33,2.2,009 km S 32° E of Columbio (Sultan Kudarat),
19 December 2019 - 02:37 PM,6.6,125.03,39,2.5,010 km N 57° E of Lutayan (Sultan Kudarat),
19 December 2019 - 02:15 PM,6.73,125.03,14,2.8,013 km S 47° E of Columbio (Sultan Kudarat),
19 December 2019 - 02:09 PM,6.93,124.99,22,2.3,005 km S 86° W of Tulunan (Cotabato),
19 December 2019 - 01:56 PM,6.49,125.38,2,3.9,011 km S 16° W of Malalag (Davao Del Sur),
19 December 2019 - 01:22 PM,6.77,125.05,6,3.3,012 km S 70° E of Columbio (Sultan Kudarat),
19 December 2019 - 01:07 PM,6.48,125.1,32,2.5,018 km S 66° E of Lutayan (Sultan Kudarat),
19 December 2019 - 01:05 PM,6.55,125.2,17,2.5,011 km S 09° W of Kiblawan (Davao Del Sur),
19 December 2019 - 12:26 PM,6.41,125.17,22,2.4,018 km N 31° W of Malungon (Sarangani),
19 December 2019 - 12:23 PM,6.52,125.25,25,2.9,015 km S 13° E of Kiblawan (Davao Del Sur),
19 December 2019 - 11:47 AM,6.63,125.21,3,2.8,002 km S 03° W of Kiblawan (Davao Del Sur),
19 December 2019 - 10:25 AM,6.19,124.72,49,2,006 km S 43° E of T'boli (South Cotabato),
19 December 2019 - 09:53 AM,9.77,125.68,128,2.8,015 km N 35° E of Placer (Surigao Del Norte),
19 December 2019 - 09:50 AM,6.41,124.97,31,2,009 km N 19° E of Tupi (South Cotabato),
19 December 2019 - 09:44 AM,6.33,125.21,31,1.9,008 km N 35° W of Malungon (Sarangani),
19 December 2019 - 09:29 AM,6.5,125.23,32,1.9,017 km S 48° W of Sulop (Davao Del Sur),
19 December 2019 - 08:57 AM,6.05,124.88,45,2,026 km N 35° W of Maasim (Sarangani),
19 December 2019 - 08:28 AM,6.6,125.21,19,3.1,006 km South° 00 of Kiblawan (Davao Del Sur),
19 December 2019 - 08:19 AM,6.27,125.28,28,2.1,003 km N 79° E of Malungon (Sarangani),
19 December 2019 - 08:01 AM,6.62,125.31,1,3.5,005 km S 73° W of Padada (Davao Del Sur),
19 December 2019 - 06:17 AM,6.55,125.09,30,2.4,009 km N 81° E of Polomolok (South Cotabato),
19 December 2019 - 06:13 AM,6.57,125.17,34,1.9,010 km S 31° W of Kiblawan (Davao Del Sur),
19 December 2019 - 06:07 AM,6.79,125.09,10,2.3,013 km S 90° W of Bansalan (Davao Del Sur),
19 December 2019 - 06:05 AM,6.65,125.18,9,2.1,003 km S 88° W of Kiblawan (Davao Del Sur),
19 December 2019 - 05:51 AM,7.3,123.31,39,2.9,015 km S 07° W of Pitogo (Sugbay) (Zamboanga Del Sur),
19 December 2019 - 05:49 AM,6.79,124.94,12,2,014 km S 59° E of Tulunan (Cotabato),
19 December 2019 - 05:36 AM,6.63,125.27,23,2.2,010 km S 83° W of Padada (Davao Del Sur),
19 December 2019 - 05:28 AM,6.61,125.27,28,2.4,010 km S 72° W of Padada (Davao Del Sur),
19 December 2019 - 05:19 AM,17.17,120.36,27,2.1,010 km S 72° W of Candon City (Ilocos Sur),
19 December 2019 - 05:09 AM,6.79,125.03,6,3,019 km S 90° W of Bansalan (Davao Del Sur),
19 December 2019 - 05:07 AM,6.72,125.19,14,2.5,003 km N 75° W of Magsaysay (Davao Del Sur),
19 December 2019 - 04:47 AM,6.5,125.26,21,2.2,018 km S 35° W of Padada (Davao Del Sur),
19 December 2019 - 04:34 AM,19.29,121.27,7,2.6,021 km N 87° W of Calayan (Cagayan),
19 December 2019 - 03:36 AM,6.63,125.21,18,2.2,002 km S 10° W of Kiblawan (Davao Del Sur),
19 December 2019 - 03:27 AM,6.48,125.27,3,3.1,020 km S 30° W of Padada (Davao Del Sur),
19 December 2019 - 02:47 AM,6.71,125.12,8,3.5,011 km S 89° W of Magsaysay (Davao Del Sur),
19 December 2019 - 01:20 AM,6.48,125.41,2,2.2,012 km S 01° W of Malalag (Davao Del Sur),
19 December 2019 - 01:02 AM,6.75,125.12,11,1.8,011 km S 69° W of Bansalan (Davao Del Sur),
19 December 2019 - 12:46 AM,5.7,126.53,37,3.9,103 km S 78° E of Jose Abad Santos (Davao Occidental),
19 December 2019 - 12:24 AM,6.46,125.34,20,2.9,019 km S 06° W of Padada (Davao Del Sur),
19 December 2019 - 12:22 AM,6.52,125.33,27,2.6,013 km S 15° W of Padada (Davao Del Sur),
19 December 2019 - 12:06 AM,6.91,125.08,11,2.5,011 km S 04° W of Kidapawan City (Cotabato),
18 December 2019 - 11:46 PM,6.54,125.25,1,3.7,012 km S 58° W of Sulop (Davao Del Sur),
18 December 2019 - 11:28 PM,6.69,124.91,33,2.1,010 km S 44° E of Datu Paglas (Maguindanao),
18 December 2019 - 11:24 PM,6.6,125.19,17,2.6,006 km S 23° W of Kiblawan (Davao Del Sur),
18 December 2019 - 11:16 PM,19.31,120.19,28,3.1,100 km N 28° W of Burgos (Ilocos Norte),
18 December 2019 - 11:16 PM,6.59,125.35,33,2,001 km S 09° E of Sulop (Davao Del Sur),
18 December 2019 - 11:14 PM,6.64,125.38,1,2.4,003 km N 74° E of Padada (Davao Del Sur),
18 December 2019 - 11:05 PM,6.69,125.41,9,2.1,006 km S 75° E of Hagonoy (Davao Del Sur),
18 December 2019 - 10:56 PM,6.87,125.02,6,2.4,011 km N 48° E of Columbio (Sultan Kudarat),
18 December 2019 - 10:50 PM,6.73,125.17,3,3.2,006 km N 64° W of Magsaysay (Davao Del Sur),
18 December 2019 - 10:46 PM,6.46,125.23,31,2.6,021 km S 05° E of Kiblawan (Davao Del Sur),
18 December 2019 - 10:26 PM,6.57,125.15,13,3.4,012 km S 39° W of Kiblawan (Davao Del Sur),
18 December 2019 - 10:18 PM,6.62,125.24,6,3.8,005 km S 37° E of Kiblawan (Davao Del Sur),
18 December 2019 - 10:09 PM,15.46,120.48,134,1.8,010 km N 75° W of San Jose (Tarlac),
18 December 2019 - 10:04 PM,6.49,125.1,32,2.6,018 km S 67° E of Lutayan (Sultan Kudarat),
18 December 2019 - 09:53 PM,8.68,126.1,10,2,006 km N 06° E of Lianga (Surigao Del Sur),
18 December 2019 - 09:51 PM,6.41,125.22,32,1.8,016 km N 13° W of Malungon (Sarangani),
18 December 2019 - 09:49 PM,6.55,125.17,12,2.6,012 km S 24° W of Kiblawan (Davao Del Sur),
18 December 2019 - 09:48 PM,6.63,125.15,20,2.1,008 km S 72° W of Kiblawan (Davao Del Sur),
18 December 2019 - 09:41 PM,6.76,125.11,15,2.6,012 km S 73° W of Bansalan (Davao Del Sur),
18 December 2019 - 09:36 PM,6.54,125.24,26,2.6,013 km S 59° W of Sulop (Davao Del Sur),
18 December 2019 - 09:30 PM,6.43,124.91,26,2.1,006 km S 16° E of Tampakan (South Cotabato),
18 December 2019 - 09:29 PM,6.64,125.29,30,1.9,007 km S 90° W of Padada (Davao Del Sur),
18 December 2019 - 09:13 PM,6.62,125.26,16,2.4,006 km S 57° E of Kiblawan (Davao Del Sur),
18 December 2019 - 09:10 PM,6.67,125.25,30,1.9,004 km N 62° E of Kiblawan (Davao Del Sur),
18 December 2019 - 08:59 PM,9.65,125,104,1.9,031 km S 16° W of Limasawa (Southern Leyte),
18 December 2019 - 08:48 PM,6.67,125.2,8,2.8,002 km N 39° W of Kiblawan (Davao Del Sur),
18 December 2019 - 08:31 PM,6.82,125.02,30,2,017 km S 28° W of Makilala (Cotabato),
18 December 2019 - 08:22 PM,6.54,125.22,14,2.5,013 km S 01° E of Kiblawan (Davao Del Sur),
18 December 2019 - 08:18 PM,6.67,125.23,26,2.5,002 km N 36° E of Kiblawan (Davao Del Sur),
18 December 2019 - 08:15 PM,6.57,125.28,3,3.4,008 km S 66° W of Sulop (Davao Del Sur),
18 December 2019 - 08:14 PM,6.52,125.19,25,1.7,015 km S 09° W of Kiblawan (Davao Del Sur),
18 December 2019 - 08:03 PM,6.64,125.21,11,3.3,001 km S 20° W of Kiblawan (Davao Del Sur),
18 December 2019 - 07:53 PM,6.62,125.01,24,2.2,025 km S 67° W of Magsaysay (Davao Del Sur),
18 December 2019 - 07:44 PM,6.44,125.16,26,2,022 km N 28° W of Malungon (Sarangani),
18 December 2019 - 07:19 PM,6.69,125.1,5,2.5,013 km N 74° W of Kiblawan (Davao Del Sur),
18 December 2019 - 07:04 PM,6.55,125.3,1,2.5,007 km S 43° W of Sulop (Davao Del Sur),
18 December 2019 - 06:27 PM,6.83,124.96,13,3.2,014 km S 80° E of Tulunan (Cotabato),
18 December 2019 - 06:21 PM,6.52,125.11,22,2.2,023 km N 78° E of Tampakan (South Cotabato),
18 December 2019 - 06:11 PM,6.47,125.26,22,1.9,017 km S 35° W of Sulop (Davao Del Sur),
18 December 2019 - 05:56 PM,6.46,125.11,27,2,020 km S 60° E of Lutayan (Sultan Kudarat),
18 December 2019 - 05:23 PM,6.57,125.04,33,2.5,010 km N 80° E of Lutayan (Sultan Kudarat),
18 December 2019 - 05:20 PM,6.6,125.12,39,2.3,013 km S 59° W of Kiblawan (Davao Del Sur),
18 December 2019 - 05:14 PM,11.74,125.13,26,2.2,008 km N 66° E of Hinabangan (Samar),
18 December 2019 - 05:08 PM,10.8,125.49,76,3,036 km S 19° E of Balangiga (Eastern Samar),
18 December 2019 - 05:02 PM,6.61,125.26,2,2.1,007 km S 42° E of Kiblawan (Davao Del Sur),
18 December 2019 - 04:46 PM,6.91,125.07,2,3,011 km S 11° W of Kidapawan City (Cotabato),
18 December 2019 - 04:41 PM,6.68,125.24,7,3.6,004 km N 49° E of Kiblawan (Davao Del Sur),
18 December 2019 - 04:28 PM,6.74,125.12,13,2.5,011 km N 75° W of Magsaysay (Davao Del Sur),
18 December 2019 - 04:26 PM,6.84,124.73,49,2.2,011 km S 83° W of Tulunan (Cotabato),
18 December 2019 - 03:57 PM,6.72,125.14,6,3.1,008 km N 80° W of Magsaysay (Davao Del Sur),
18 December 2019 - 03:55 PM,6.58,125.18,11,2.7,009 km S 22° W of Kiblawan (Davao Del Sur),
18 December 2019 - 03:47 PM,13.85,120.98,40,2.5,003 km S 47° W of Alitagtag (Batangas),
18 December 2019 - 03:45 PM,7.05,125.06,40,2,006 km N 35° W of Kidapawan City (Cotabato),
18 December 2019 - 03:23 PM,6.5,125.21,30,2.1,017 km S 03° W of Kiblawan (Davao Del Sur),
18 December 2019 - 03:03 PM,6.75,125.08,28,1.9,015 km S 74° W of Bansalan (Davao Del Sur),
18 December 2019 - 03:01 PM,6.67,124.99,33,2.3,014 km N 21° E of Lutayan (Sultan Kudarat),
18 December 2019 - 02:56 PM,6.65,125.1,35,2.2,013 km S 88° W of Kiblawan (Davao Del Sur),
18 December 2019 - 02:53 PM,6.55,125.2,24,1.8,012 km S 08° W of Kiblawan (Davao Del Sur),
18 December 2019 - 02:50 PM,6.45,125.33,24,2.5,017 km S 04° W of Sulop (Davao Del Sur),
18 December 2019 - 02:41 PM,6.57,125.33,11,2,003 km S 30° W of Sulop (Davao Del Sur),
18 December 2019 - 02:34 PM,6.34,125.17,44,2.5,013 km N 49° W of Malungon (Sarangani),
18 December 2019 - 02:28 PM,6.67,125.25,8,3.1,005 km N 67° E of Kiblawan (Davao Del Sur),
18 December 2019 - 02:07 PM,6.31,125.18,53,2.5,009 km N 60° W of Malungon (Sarangani),
18 December 2019 - 01:52 PM,6.7,125.28,6,2.3,005 km S 54° E of Matanao (Davao Del Sur),
18 December 2019 - 01:32 PM,6.67,125.2,2,3.8,002 km N 45° W of Kiblawan (Davao Del Sur),
